# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.787710003991437,4.45,0.02053274876688595,0,-3.0,-0.13115108462825512,0.0,0.0,0.0
 0.060469736718425225,2.782225120755441,4.4499980344148335,0.02053274876688595,-0.18140921015527564,-2.9999999999999996,-0.13115108462825512,0.0,1.6481346531143768,0.0
 0.08542098120038165,2.7767648914612075,4.449992158681636,0.061655759435927215,-0.25626294360114493,-3.000000000000001,-0.13186812218944707,0.0,2.157295939368702,0.0
 0.10450131780522881,2.7713292281226436,4.449982404333859,0.10281769211535201,-0.31350395341568643,-3.000000000000001,-0.13258455733994168,0.0,2.5700096351054587,0.0
 0.1205321273841437,2.7659180427536563,4.449968802904953,0.14401702719170417,-0.36159638215243106,-2.9999999999999964,-0.1333002465700836,0.0,2.9295747719072835,0.0
 0.13460761281088138,2.760531247368152,4.4499513859283715,0.18525221420022348,-0.4038228384326441,-3.0000000000000018,-0.13401504307811962,0.0,3.254173243572103,0.0
 0.14728962271142979,2.755168753980038,4.449930184937567,0.22652167149330463,-0.4418688681342893,-3.0,-0.1347287956824599,0.0,3.553574613892794,0.0
 0.15891231782752555,2.749830474603222,4.449905231465989,0.26782378580287824,-0.47673695348257666,-3.000000000000005,-0.13544134937654245,0.0,3.833757084253585,0.0
 0.16969368059059736,2.7445163212516097,4.449876557047092,0.3091569116737127,-0.5090810417717921,-3.0000000000000027,-0.13615254488828066,0.0,4.098693196174603,0.0
 0.1797853018793473,2.739226205939109,4.449844193214326,0.3505193711882828,-0.5393559056380419,-2.9999999999999973,-0.13686221890880576,0.0,4.351178817443784,0.0
 0.18929768551848242,2.733960040679626,4.449808171501143,0.39190945338228633,-0.5678930565554473,-3.000000000000003,-0.1375702032918672,0.0,4.593267066475971,0.0
 0.19831435270886666,2.7287177374870684,4.449768523440995,0.4333254138372527,-0.5949430581266,-2.999999999999994,-0.13827632561724765,0.0,4.826515734542979,0.0
 0.20690026906419265,2.723499208375343,4.4497252805673355,0.4747654742217035,-0.6207008071925779,-2.999999999999997,-0.13898041013925783,0.0,5.052137814924998,0.0
 0.21510716071370506,2.7183043653583563,4.449678474413615,0.5162278218671973,-0.6453214821411151,-2.99999999999999,-0.13968227414931722,0.0,5.271097836562192,0.0
 0.2229770179300165,2.7131331204500158,4.449628136513285,0.5577106092141499,-0.6689310537900495,-3.000000000000007,-0.14038173350646752,0.0,5.484176142699476,0.0
 0.23054448898387878,2.7079853856642275,4.449574298399797,0.5992119534283102,-0.6916334669516363,-3.0000000000000036,-0.14107859612016557,0.0,5.692013201535562,0.0
 0.23783856595104536,2.702861073014899,4.449516991606605,0.640729935818439,-0.7135156978531361,-3.000000000000004,-0.1417726664418605,0.0,5.8951411205451745,0.0
 0.2448838028465563,2.697760094515938,4.449456247667158,0.6822626015451476,-0.7346514085396689,-3.0,-0.14246374539633375,0.0,6.094006486309999,0.0
 0.2517012155714564,2.6926823621812495,4.4493920981149095,0.7238079589105412,-0.7551036467143692,-3.0,-0.14315162621226912,0.0,6.288987422945404,0.0
 0.25830895975926593,2.6876277880247423,4.449324574483312,0.7653639790017158,-0.7749268792777978,-3.0,-0.1438360990555295,0.0,6.4804064516678395,0.0
 0.2647228500836294,2.6825962840603226,4.449253708305817,0.8069285952400107,-0.7941685502508882,-3.0,-0.14451694794905715,0.0,6.66854036689829,0.0
 0.27095676414300973,2.6775877623018975,4.449179531115875,0.8484997027887633,-0.8128702924290291,-2.9999999999999822,-0.14519395173893387,0.0,6.853627969038088,0.0
 0.2770229608264595,2.6726021347633737,4.44910207444694,0.8900751580441406,-0.8310688824793783,-2.999999999999982,-0.14586688395750405,0.0,7.03587619597357,0.0
 0.2829323343154192,2.6676393134586585,4.449021369832462,0.9316527783082295,-0.8487970029462574,-3.0,-0.14653551307197507,0.0,7.215464929781463,0.0
 0.2886946189549004,2.6626992104016582,4.448937448805893,0.9732303410398245,-0.866083856864701,-3.0000000000000098,-0.14719960117586178,0.0,7.39255100509566,0.0
 0.2943185561401014,2.6577817376062804,4.448850342900686,1.014805583530877,-0.882955668420304,-3.0000000000000098,-0.14785890578787877,0.0,7.567271377971785,0.0
 0.29981203149292507,2.652886807086431,4.448760083650292,1.056376202333893,-0.8994360944787751,-3.00000000000001,-0.1485131773457033,0.0,7.739745771276359,0.0
 0.3051821885526623,2.648014330856019,4.448666702588164,1.0979398527280844,-0.915546565657987,-3.00000000000001,-0.14916216060760004,0.0,7.910078872027194,0.0
